Elements;insertionS;milliSec;10;50;50;3;auf
11;0
61;0
111;2
161;4
211;8
261;15
311;24
361;37
411;57
461;83
511;111
561;145
611;191
661;244
711;301
761;370
811;461
861;543
911;639
961;740
1011;869
1061;1000
1111;1155
1161;1318
1211;1497
1261;1693
1311;1901
1361;2130
1411;2360
1461;2606
1511;2932
1561;3308
1611;3609
1661;3978
1711;4253
1761;4574
1811;5071
1861;5509
1911;5870
1961;6320
2011;6768
2061;7417
2111;7881
2161;8535
2211;8909
2261;9507
2311;10237
2361;10958
2411;11613
2461;12373
