Elements;hsort;microSec;10;50;150;3;ab
11;0
61;0
111;0
161;2
211;2
261;1
311;2
361;1
411;2
461;1
511;1
561;2
611;2
661;3
711;3
761;3
811;2
861;2
911;3
961;2
1011;2
1061;3
1111;2
1161;3
1211;2
1261;3
1311;3
1361;3
1411;3
1461;3
1511;3
1561;3
1611;3
1661;3
1711;3
1761;3
1811;3
1861;3
1911;3
1961;3
2011;3
2061;3
2111;3
2161;3
2211;3
2261;3
2311;4
2361;4
2411;4
2461;4
2511;4
2561;4
2611;4
2661;4
2711;4
2761;4
2811;4
2861;4
2911;4
2961;4
3011;4
3061;4
3111;4
3161;4
3211;4
3261;4
3311;4
3361;4
3411;4
3461;4
3511;4
3561;5
3611;5
3661;4
3711;5
3761;5
3811;5
3861;5
3911;5
3961;5
4011;5
4061;5
4111;5
4161;5
4211;5
4261;5
4311;5
4361;5
4411;5
4461;5
4511;5
4561;5
4611;5
4661;5
4711;6
4761;5
4811;5
4861;5
4911;5
4961;6
5011;6
5061;6
5111;6
5161;6
5211;6
5261;6
5311;6
5361;6
5411;6
5461;6
5511;6
5561;6
5611;6
5661;6
5711;6
5761;6
5811;6
5861;6
5911;6
5961;6
6011;6
6061;6
6111;6
6161;6
6211;6
6261;6
6311;6
6361;7
6411;7
6461;7
6511;7
6561;7
6611;7
6661;7
6711;7
6761;7
6811;7
6861;7
6911;7
6961;7
7011;7
7061;7
7111;7
7161;7
7211;7
7261;7
7311;7
7361;7
7411;7
7461;7
