Elements;qsort;microSec;10;50;150;3;auf;left;0
11;0
61;0
111;0
161;2
211;3
261;4
311;4
361;6
411;6
461;7
511;7
561;8
611;9
661;10
711;10
761;11
811;12
861;12
911;13
961;14
1011;15
1061;16
1111;16
1161;17
1211;17
1261;18
1311;20
1361;20
1411;21
1461;21
1511;22
1561;23
1611;23
1661;24
1711;25
1761;25
1811;26
1861;27
1911;28
1961;29
2011;29
2061;30
2111;31
2161;31
2211;32
2261;33
2311;35
2361;37
2411;37
2461;38
2511;38
2561;40
2611;44
2661;46
2711;46
2761;47
2811;48
2861;48
2911;49
2961;46
3011;45
3061;45
3111;45
3161;46
3211;48
3261;48
3311;48
3361;50
3411;51
3461;51
3511;52
3561;53
3611;54
3661;54
3711;55
3761;56
3811;57
3861;58
3911;58
3961;59
4011;60
4061;62
4111;63
4161;63
4211;65
4261;67
4311;69
4361;67
4411;69
4461;66
4511;74
4561;75
4611;74
4661;75
4711;76
4761;76
4811;70
4861;70
4911;73
4961;73
5011;73
5061;74
5111;74
5161;76
5211;76
5261;76
5311;77
5361;78
5411;79
5461;79
5511;80
5561;83
5611;82
5661;85
5711;84
5761;84
5811;85
5861;87
5911;87
5961;87
6011;89
6061;89
6111;90
6161;92
6211;91
6261;95
6311;94
6361;95
6411;95
6461;95
6511;97
6561;97
6611;98
6661;100
6711;100
6761;100
6811;102
6861;104
6911;103
6961;105
7011;113
7061;107
7111;110
7161;108
7211;109
7261;109
7311;114
7361;125
7411;113
7461;116
