Elements;qsort;milliSec;10;50;150;3;rand;random;35
11;0
61;0
111;1
161;0
211;1
261;1
311;1
361;1
411;1
461;2
511;2
561;2
611;2
661;3
711;3
761;3
811;3
861;4
911;4
961;4
1011;4
1061;5
1111;5
1161;5
1211;6
1261;6
1311;6
1361;6
1411;7
1461;8
1511;8
1561;8
1611;8
1661;9
1711;8
1761;9
1811;10
1861;9
1911;9
1961;10
2011;10
2061;10
2111;10
2161;10
2211;12
2261;13
2311;11
2361;11
2411;12
2461;12
2511;13
2561;13
2611;13
2661;14
2711;14
2761;14
2811;14
2861;14
2911;15
2961;15
3011;16
3061;17
3111;16
3161;17
3211;17
3261;18
3311;17
3361;17
3411;18
3461;19
3511;20
3561;19
3611;18
3661;20
3711;23
3761;22
3811;21
3861;22
3911;22
3961;25
4011;22
4061;22
4111;22
4161;24
4211;24
4261;23
4311;24
4361;24
4411;25
4461;24
4511;24
4561;30
4611;25
4661;29
4711;28
4761;27
4811;27
4861;29
4911;28
4961;29
5011;30
5061;29
5111;34
5161;28
5211;28
5261;28
5311;30
5361;32
5411;32
5461;33
5511;32
5561;35
5611;35
5661;34
5711;33
5761;34
5811;38
5861;36
5911;33
5961;41
6011;38
6061;38
6111;39
6161;36
6211;40
6261;41
6311;39
6361;39
6411;46
6461;44
6511;40
6561;45
6611;44
6661;42
6711;48
6761;53
6811;46
6861;45
6911;42
6961;47
7011;49
7061;43
7111;51
7161;46
7211;47
7261;52
7311;53
7361;55
7411;50
7461;47
